1.9228 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
144.6016 	EXP 	grating: autoDraw = True
144.6016 	EXP 	grating: tex = 'sin'
144.9018 	EXP 	grating: autoDraw = False
145.1366 	EXP 	window1: recordFrameIntervals = False
145.1373 	DATA 	Keypress: left
145.1516 	EXP 	fixation: autoDraw = False
145.1516 	EXP 	grating: autoDraw = False
145.1517 	EXP 	window1: recordFrameIntervals = False
146.1356 	EXP 	fixation: autoDraw = True
147.1350 	EXP 	fixation: autoDraw = False
147.1515 	EXP 	grating: autoDraw = True
147.1515 	EXP 	grating: tex = 'sin'
147.4516 	EXP 	grating: autoDraw = False
147.6195 	EXP 	window1: recordFrameIntervals = False
147.6203 	DATA 	Keypress: left
147.6348 	EXP 	fixation: autoDraw = False
147.6348 	EXP 	grating: autoDraw = False
147.6350 	EXP 	window1: recordFrameIntervals = False
148.6187 	EXP 	fixation: autoDraw = True
149.6182 	EXP 	fixation: autoDraw = False
149.6182 	EXP 	grating: autoDraw = True
149.6182 	EXP 	grating: tex = 'sin'
149.9181 	EXP 	grating: autoDraw = False
150.0864 	EXP 	window1: recordFrameIntervals = False
150.0871 	DATA 	Keypress: left
150.1015 	EXP 	fixation: autoDraw = False
150.1015 	EXP 	grating: autoDraw = False
150.1017 	EXP 	window1: recordFrameIntervals = False
151.0854 	EXP 	fixation: autoDraw = True
152.0848 	EXP 	fixation: autoDraw = False
152.1016 	EXP 	grating: autoDraw = True
152.1016 	EXP 	grating: tex = 'sin'
152.4021 	EXP 	grating: autoDraw = False
152.5361 	EXP 	window1: recordFrameIntervals = False
152.5368 	DATA 	Keypress: right
152.5517 	EXP 	fixation: autoDraw = False
152.5517 	EXP 	grating: autoDraw = False
152.5519 	EXP 	window1: recordFrameIntervals = False
153.5352 	EXP 	fixation: autoDraw = True
154.5348 	EXP 	fixation: autoDraw = False
154.5348 	EXP 	grating: autoDraw = True
154.5348 	EXP 	grating: tex = 'sin'
154.8347 	EXP 	grating: autoDraw = False
154.9698 	EXP 	window1: recordFrameIntervals = False
154.9706 	DATA 	Keypress: right
154.9847 	EXP 	fixation: autoDraw = False
154.9847 	EXP 	grating: autoDraw = False
154.9849 	EXP 	window1: recordFrameIntervals = False
155.9686 	EXP 	fixation: autoDraw = True
156.9684 	EXP 	fixation: autoDraw = False
156.9684 	EXP 	grating: autoDraw = True
156.9684 	EXP 	grating: tex = 'sin'
157.2680 	EXP 	grating: autoDraw = False
157.5196 	EXP 	window1: recordFrameIntervals = False
157.5203 	DATA 	Keypress: right
157.5349 	EXP 	fixation: autoDraw = False
157.5349 	EXP 	grating: autoDraw = False
157.5350 	EXP 	window1: recordFrameIntervals = False
158.5186 	EXP 	fixation: autoDraw = True
159.5180 	EXP 	fixation: autoDraw = False
159.5348 	EXP 	grating: autoDraw = True
159.5348 	EXP 	grating: tex = 'sin'
159.8349 	EXP 	grating: autoDraw = False
160.0363 	EXP 	window1: recordFrameIntervals = False
160.0371 	DATA 	Keypress: left
160.0514 	EXP 	fixation: autoDraw = False
160.0514 	EXP 	grating: autoDraw = False
160.0515 	EXP 	window1: recordFrameIntervals = False
161.0351 	EXP 	fixation: autoDraw = True
162.0350 	EXP 	fixation: autoDraw = False
162.0516 	EXP 	grating: autoDraw = True
162.0516 	EXP 	grating: tex = 'sin'
162.3514 	EXP 	grating: autoDraw = False
162.4692 	EXP 	window1: recordFrameIntervals = False
162.4699 	DATA 	Keypress: right
162.4848 	EXP 	fixation: autoDraw = False
162.4848 	EXP 	grating: autoDraw = False
162.4850 	EXP 	window1: recordFrameIntervals = False
163.4685 	EXP 	fixation: autoDraw = True
164.4681 	EXP 	fixation: autoDraw = False
164.4681 	EXP 	grating: autoDraw = True
164.4681 	EXP 	grating: tex = 'sin'
164.7681 	EXP 	grating: autoDraw = False
164.9694 	EXP 	window1: recordFrameIntervals = False
164.9702 	DATA 	Keypress: right
164.9845 	EXP 	fixation: autoDraw = False
164.9845 	EXP 	grating: autoDraw = False
164.9847 	EXP 	window1: recordFrameIntervals = False
165.9683 	EXP 	fixation: autoDraw = True
166.9680 	EXP 	fixation: autoDraw = False
166.9844 	EXP 	grating: autoDraw = True
166.9844 	EXP 	grating: tex = 'sin'
167.2845 	EXP 	grating: autoDraw = False
167.4704 	EXP 	window1: recordFrameIntervals = False
167.4712 	DATA 	Keypress: right
167.4847 	EXP 	fixation: autoDraw = False
167.4847 	EXP 	grating: autoDraw = False
167.4849 	EXP 	window1: recordFrameIntervals = False
168.4684 	EXP 	fixation: autoDraw = True
169.4680 	EXP 	fixation: autoDraw = False
169.4844 	EXP 	grating: autoDraw = True
169.4844 	EXP 	grating: tex = 'sin'
169.7851 	EXP 	grating: autoDraw = False
170.0360 	EXP 	window1: recordFrameIntervals = False
170.0368 	DATA 	Keypress: left
170.0511 	EXP 	fixation: autoDraw = False
170.0511 	EXP 	grating: autoDraw = False
170.0513 	EXP 	window1: recordFrameIntervals = False
171.0349 	EXP 	fixation: autoDraw = True
172.0346 	EXP 	fixation: autoDraw = False
172.0513 	EXP 	grating: autoDraw = True
172.0513 	EXP 	grating: tex = 'sin'
172.3513 	EXP 	grating: autoDraw = False
172.7195 	EXP 	window1: recordFrameIntervals = False
172.7203 	DATA 	Keypress: right
172.7344 	EXP 	fixation: autoDraw = False
172.7344 	EXP 	grating: autoDraw = False
172.7345 	EXP 	window1: recordFrameIntervals = False
173.7184 	EXP 	fixation: autoDraw = True
174.7177 	EXP 	fixation: autoDraw = False
174.7345 	EXP 	grating: autoDraw = True
174.7345 	EXP 	grating: tex = 'sin'
175.0345 	EXP 	grating: autoDraw = False
175.1025 	EXP 	window1: recordFrameIntervals = False
175.1033 	DATA 	Keypress: left
175.1179 	EXP 	fixation: autoDraw = False
175.1179 	EXP 	grating: autoDraw = False
175.1180 	EXP 	window1: recordFrameIntervals = False
176.1014 	EXP 	fixation: autoDraw = True
177.1009 	EXP 	fixation: autoDraw = False
177.1009 	EXP 	grating: autoDraw = True
177.1009 	EXP 	grating: tex = 'sin'
177.4010 	EXP 	grating: autoDraw = False
177.5859 	EXP 	window1: recordFrameIntervals = False
177.5866 	DATA 	Keypress: right
177.6012 	EXP 	fixation: autoDraw = False
177.6012 	EXP 	grating: autoDraw = False
177.6014 	EXP 	window1: recordFrameIntervals = False
178.5846 	EXP 	fixation: autoDraw = True
179.5844 	EXP 	fixation: autoDraw = False
179.6009 	EXP 	grating: autoDraw = True
179.6009 	EXP 	grating: tex = 'sin'
179.9008 	EXP 	grating: autoDraw = False
180.0027 	EXP 	window1: recordFrameIntervals = False
180.0034 	DATA 	Keypress: left
180.0176 	EXP 	fixation: autoDraw = False
180.0176 	EXP 	grating: autoDraw = False
180.0177 	EXP 	window1: recordFrameIntervals = False
181.0016 	EXP 	fixation: autoDraw = True
182.0011 	EXP 	fixation: autoDraw = False
182.0175 	EXP 	grating: autoDraw = True
182.0175 	EXP 	grating: tex = 'sin'
182.3178 	EXP 	grating: autoDraw = False
182.9692 	EXP 	window1: recordFrameIntervals = False
182.9700 	DATA 	Keypress: left
182.9841 	EXP 	fixation: autoDraw = False
182.9841 	EXP 	grating: autoDraw = False
182.9843 	EXP 	window1: recordFrameIntervals = False
183.9681 	EXP 	fixation: autoDraw = True
184.9677 	EXP 	fixation: autoDraw = False
184.9844 	EXP 	grating: autoDraw = True
184.9844 	EXP 	grating: tex = 'sin'
185.2844 	EXP 	grating: autoDraw = False
185.5689 	EXP 	window1: recordFrameIntervals = False
185.5696 	DATA 	Keypress: left
185.5844 	EXP 	fixation: autoDraw = False
185.5844 	EXP 	grating: autoDraw = False
185.5846 	EXP 	window1: recordFrameIntervals = False
186.5680 	EXP 	fixation: autoDraw = True
187.5679 	EXP 	fixation: autoDraw = False
187.5679 	EXP 	grating: autoDraw = True
187.5679 	EXP 	grating: tex = 'sin'
187.8682 	EXP 	grating: autoDraw = False
188.1690 	EXP 	window1: recordFrameIntervals = False
188.1706 	DATA 	Keypress: left
188.1842 	EXP 	fixation: autoDraw = False
188.1842 	EXP 	grating: autoDraw = False
188.1843 	EXP 	window1: recordFrameIntervals = False
189.1680 	EXP 	fixation: autoDraw = True
190.1678 	EXP 	fixation: autoDraw = False
190.1678 	EXP 	grating: autoDraw = True
190.1678 	EXP 	grating: tex = 'sin'
190.4678 	EXP 	grating: autoDraw = False
190.7255 	EXP 	window1: recordFrameIntervals = False
190.7283 	DATA 	Keypress: left
190.7355 	EXP 	fixation: autoDraw = False
190.7355 	EXP 	grating: autoDraw = False
190.7358 	EXP 	window1: recordFrameIntervals = False
191.7347 	EXP 	fixation: autoDraw = True
192.7345 	EXP 	fixation: autoDraw = False
192.7345 	EXP 	grating: autoDraw = True
192.7345 	EXP 	grating: tex = 'sin'
193.0343 	EXP 	grating: autoDraw = False
193.1690 	EXP 	window1: recordFrameIntervals = False
193.1697 	DATA 	Keypress: left
193.1843 	EXP 	fixation: autoDraw = False
193.1843 	EXP 	grating: autoDraw = False
193.1844 	EXP 	window1: recordFrameIntervals = False
194.1679 	EXP 	fixation: autoDraw = True
195.1675 	EXP 	fixation: autoDraw = False
195.1841 	EXP 	grating: autoDraw = True
195.1841 	EXP 	grating: tex = 'sin'
195.4842 	EXP 	grating: autoDraw = False
195.7523 	EXP 	window1: recordFrameIntervals = False
195.7530 	DATA 	Keypress: left
195.7672 	EXP 	fixation: autoDraw = False
195.7672 	EXP 	grating: autoDraw = False
195.7674 	EXP 	window1: recordFrameIntervals = False
196.7510 	EXP 	fixation: autoDraw = True
197.7508 	EXP 	fixation: autoDraw = False
197.7674 	EXP 	grating: autoDraw = True
197.7674 	EXP 	grating: tex = 'sin'
198.0672 	EXP 	grating: autoDraw = False
198.5019 	EXP 	window1: recordFrameIntervals = False
198.5026 	DATA 	Keypress: left
198.5173 	EXP 	fixation: autoDraw = False
198.5173 	EXP 	grating: autoDraw = False
198.5175 	EXP 	window1: recordFrameIntervals = False
199.5011 	EXP 	fixation: autoDraw = True
200.5006 	EXP 	fixation: autoDraw = False
200.5006 	EXP 	grating: autoDraw = True
200.5006 	EXP 	grating: tex = 'sin'
200.8008 	EXP 	grating: autoDraw = False
201.2528 	DATA 	Keypress: left
201.2686 	EXP 	window1: recordFrameIntervals = False
201.2840 	EXP 	fixation: autoDraw = False
201.2840 	EXP 	grating: autoDraw = False
201.2842 	EXP 	window1: recordFrameIntervals = False
202.2676 	EXP 	fixation: autoDraw = True
203.2671 	EXP 	fixation: autoDraw = False
203.2671 	EXP 	grating: autoDraw = True
203.2671 	EXP 	grating: tex = 'sin'
203.5674 	EXP 	grating: autoDraw = False
203.8355 	EXP 	window1: recordFrameIntervals = False
203.8364 	DATA 	Keypress: left
203.8507 	EXP 	fixation: autoDraw = False
203.8507 	EXP 	grating: autoDraw = False
203.8509 	EXP 	window1: recordFrameIntervals = False
204.8345 	EXP 	fixation: autoDraw = True
205.8338 	EXP 	fixation: autoDraw = False
205.8507 	EXP 	grating: autoDraw = True
205.8507 	EXP 	grating: tex = 'sin'
206.1506 	EXP 	grating: autoDraw = False
206.4356 	EXP 	window1: recordFrameIntervals = False
206.4364 	DATA 	Keypress: right
206.4504 	EXP 	fixation: autoDraw = False
206.4504 	EXP 	grating: autoDraw = False
206.4506 	EXP 	window1: recordFrameIntervals = False
207.4345 	EXP 	fixation: autoDraw = True
208.4338 	EXP 	fixation: autoDraw = False
208.4507 	EXP 	grating: autoDraw = True
208.4507 	EXP 	grating: tex = 'sin'
208.7506 	EXP 	grating: autoDraw = False
209.0356 	EXP 	window1: recordFrameIntervals = False
209.0364 	DATA 	Keypress: left
209.0506 	EXP 	fixation: autoDraw = False
209.0506 	EXP 	grating: autoDraw = False
209.0508 	EXP 	window1: recordFrameIntervals = False
210.0345 	EXP 	fixation: autoDraw = True
211.0339 	EXP 	fixation: autoDraw = False
211.0504 	EXP 	grating: autoDraw = True
211.0504 	EXP 	grating: tex = 'sin'
211.3507 	EXP 	grating: autoDraw = False
211.4689 	EXP 	window1: recordFrameIntervals = False
211.4697 	DATA 	Keypress: right
211.4840 	EXP 	fixation: autoDraw = False
211.4840 	EXP 	grating: autoDraw = False
211.4842 	EXP 	window1: recordFrameIntervals = False
212.4683 	EXP 	fixation: autoDraw = True
213.4837 	EXP 	fixation: autoDraw = False
213.4837 	EXP 	grating: autoDraw = True
213.4837 	EXP 	grating: tex = 'sin'
213.7838 	EXP 	grating: autoDraw = False
214.1354 	EXP 	window1: recordFrameIntervals = False
214.1361 	DATA 	Keypress: right
214.1504 	EXP 	fixation: autoDraw = False
214.1504 	EXP 	grating: autoDraw = False
214.1505 	EXP 	window1: recordFrameIntervals = False
215.1342 	EXP 	fixation: autoDraw = True
216.1337 	EXP 	fixation: autoDraw = False
216.1502 	EXP 	grating: autoDraw = True
216.1502 	EXP 	grating: tex = 'sin'
216.4504 	EXP 	grating: autoDraw = False
216.5852 	EXP 	window1: recordFrameIntervals = False
216.5860 	DATA 	Keypress: left
216.6003 	EXP 	fixation: autoDraw = False
216.6003 	EXP 	grating: autoDraw = False
216.6004 	EXP 	window1: recordFrameIntervals = False
217.5842 	EXP 	fixation: autoDraw = True
218.5836 	EXP 	fixation: autoDraw = False
218.6004 	EXP 	grating: autoDraw = True
218.6004 	EXP 	grating: tex = 'sin'
218.9002 	EXP 	grating: autoDraw = False
219.0519 	EXP 	window1: recordFrameIntervals = False
219.0526 	DATA 	Keypress: left
219.0670 	EXP 	fixation: autoDraw = False
219.0670 	EXP 	grating: autoDraw = False
219.0672 	EXP 	window1: recordFrameIntervals = False
220.0508 	EXP 	fixation: autoDraw = True
221.0502 	EXP 	fixation: autoDraw = False
221.0669 	EXP 	grating: autoDraw = True
221.0669 	EXP 	grating: tex = 'sin'
221.3670 	EXP 	grating: autoDraw = False
221.5351 	EXP 	window1: recordFrameIntervals = False
221.5359 	DATA 	Keypress: left
221.5504 	EXP 	fixation: autoDraw = False
221.5504 	EXP 	grating: autoDraw = False
221.5506 	EXP 	window1: recordFrameIntervals = False
222.5341 	EXP 	fixation: autoDraw = True
223.5337 	EXP 	fixation: autoDraw = False
223.5501 	EXP 	grating: autoDraw = True
223.5501 	EXP 	grating: tex = 'sin'
223.8501 	EXP 	grating: autoDraw = False
223.9684 	EXP 	window1: recordFrameIntervals = False
223.9691 	DATA 	Keypress: left
223.9835 	EXP 	fixation: autoDraw = False
223.9835 	EXP 	grating: autoDraw = False
223.9837 	EXP 	window1: recordFrameIntervals = False
224.9674 	EXP 	fixation: autoDraw = True
225.9670 	EXP 	fixation: autoDraw = False
225.9670 	EXP 	grating: autoDraw = True
225.9670 	EXP 	grating: tex = 'sin'
226.2670 	EXP 	grating: autoDraw = False
226.5348 	EXP 	window1: recordFrameIntervals = False
226.5355 	DATA 	Keypress: left
226.5501 	EXP 	fixation: autoDraw = False
226.5501 	EXP 	grating: autoDraw = False
226.5503 	EXP 	window1: recordFrameIntervals = False
227.5341 	EXP 	fixation: autoDraw = True
228.5336 	EXP 	fixation: autoDraw = False
228.5336 	EXP 	grating: autoDraw = True
228.5336 	EXP 	grating: tex = 'sin'
228.8333 	EXP 	grating: autoDraw = False
229.4180 	EXP 	window1: recordFrameIntervals = False
229.4188 	DATA 	Keypress: right
229.4335 	EXP 	fixation: autoDraw = False
229.4335 	EXP 	grating: autoDraw = False
229.4337 	EXP 	window1: recordFrameIntervals = False
230.4170 	EXP 	fixation: autoDraw = True
231.4167 	EXP 	fixation: autoDraw = False
231.4167 	EXP 	grating: autoDraw = True
231.4167 	EXP 	grating: tex = 'sin'
231.7169 	EXP 	grating: autoDraw = False
231.8850 	EXP 	window1: recordFrameIntervals = False
231.8857 	DATA 	Keypress: right
231.9001 	EXP 	fixation: autoDraw = False
231.9001 	EXP 	grating: autoDraw = False
231.9003 	EXP 	window1: recordFrameIntervals = False
232.8840 	EXP 	fixation: autoDraw = True
233.8834 	EXP 	fixation: autoDraw = False
233.8834 	EXP 	grating: autoDraw = True
233.8834 	EXP 	grating: tex = 'sin'
234.1835 	EXP 	grating: autoDraw = False
234.4349 	EXP 	window1: recordFrameIntervals = False
234.4356 	DATA 	Keypress: right
234.4502 	EXP 	fixation: autoDraw = False
234.4502 	EXP 	grating: autoDraw = False
234.4504 	EXP 	window1: recordFrameIntervals = False
235.4338 	EXP 	fixation: autoDraw = True
236.4333 	EXP 	fixation: autoDraw = False
236.4333 	EXP 	grating: autoDraw = True
236.4333 	EXP 	grating: tex = 'sin'
236.7333 	EXP 	grating: autoDraw = False
242.2014 	EXP 	window1: recordFrameIntervals = False
242.2022 	DATA 	Keypress: left
242.2166 	EXP 	fixation: autoDraw = False
242.2166 	EXP 	grating: autoDraw = False
242.2167 	EXP 	window1: recordFrameIntervals = False
243.2006 	EXP 	fixation: autoDraw = True
244.2000 	EXP 	fixation: autoDraw = False
244.2166 	EXP 	grating: autoDraw = True
244.2166 	EXP 	grating: tex = 'sin'
244.5167 	EXP 	grating: autoDraw = False
244.7516 	EXP 	window1: recordFrameIntervals = False
244.7523 	DATA 	Keypress: right
244.7664 	EXP 	fixation: autoDraw = False
244.7664 	EXP 	grating: autoDraw = False
244.7666 	EXP 	window1: recordFrameIntervals = False
245.7503 	EXP 	fixation: autoDraw = True
246.7499 	EXP 	fixation: autoDraw = False
246.7666 	EXP 	grating: autoDraw = True
246.7666 	EXP 	grating: tex = 'sin'
247.0666 	EXP 	grating: autoDraw = False
247.2512 	EXP 	window1: recordFrameIntervals = False
247.2520 	DATA 	Keypress: right
247.2666 	EXP 	fixation: autoDraw = False
247.2666 	EXP 	grating: autoDraw = False
247.2668 	EXP 	window1: recordFrameIntervals = False
248.2502 	EXP 	fixation: autoDraw = True
249.2497 	EXP 	fixation: autoDraw = False
249.2497 	EXP 	grating: autoDraw = True
249.2497 	EXP 	grating: tex = 'sin'
249.5496 	EXP 	grating: autoDraw = False
249.7843 	EXP 	window1: recordFrameIntervals = False
249.7851 	DATA 	Keypress: left
249.7998 	EXP 	fixation: autoDraw = False
249.7998 	EXP 	grating: autoDraw = False
249.8000 	EXP 	window1: recordFrameIntervals = False
250.7836 	EXP 	fixation: autoDraw = True
251.7836 	EXP 	fixation: autoDraw = False
251.7836 	EXP 	grating: autoDraw = True
251.7836 	EXP 	grating: tex = 'sin'
252.0832 	EXP 	grating: autoDraw = False
252.2346 	EXP 	window1: recordFrameIntervals = False
252.2354 	DATA 	Keypress: right
252.2499 	EXP 	fixation: autoDraw = False
252.2499 	EXP 	grating: autoDraw = False
252.2501 	EXP 	window1: recordFrameIntervals = False
253.2333 	EXP 	fixation: autoDraw = True
254.2331 	EXP 	fixation: autoDraw = False
254.2498 	EXP 	grating: autoDraw = True
254.2498 	EXP 	grating: tex = 'sin'
254.5495 	EXP 	grating: autoDraw = False
254.7013 	EXP 	window1: recordFrameIntervals = False
254.7021 	DATA 	Keypress: right
254.7163 	EXP 	fixation: autoDraw = False
254.7163 	EXP 	grating: autoDraw = False
254.7164 	EXP 	window1: recordFrameIntervals = False
255.7001 	EXP 	fixation: autoDraw = True
256.6995 	EXP 	fixation: autoDraw = False
256.7164 	EXP 	grating: autoDraw = True
256.7164 	EXP 	grating: tex = 'sin'
257.0163 	EXP 	grating: autoDraw = False
257.2013 	EXP 	window1: recordFrameIntervals = False
257.2021 	DATA 	Keypress: left
257.2162 	EXP 	fixation: autoDraw = False
257.2162 	EXP 	grating: autoDraw = False
257.2164 	EXP 	window1: recordFrameIntervals = False
258.2000 	EXP 	fixation: autoDraw = True
259.1997 	EXP 	fixation: autoDraw = False
259.2165 	EXP 	grating: autoDraw = True
259.2165 	EXP 	grating: tex = 'sin'
259.5164 	EXP 	grating: autoDraw = False
259.7010 	EXP 	window1: recordFrameIntervals = False
259.7017 	DATA 	Keypress: left
259.7162 	EXP 	fixation: autoDraw = False
259.7162 	EXP 	grating: autoDraw = False
259.7164 	EXP 	window1: recordFrameIntervals = False
260.7001 	EXP 	fixation: autoDraw = True
261.6997 	EXP 	fixation: autoDraw = False
261.6997 	EXP 	grating: autoDraw = True
261.6997 	EXP 	grating: tex = 'sin'
261.9997 	EXP 	grating: autoDraw = False
262.2510 	EXP 	window1: recordFrameIntervals = False
262.2518 	DATA 	Keypress: right
262.2663 	EXP 	fixation: autoDraw = False
262.2663 	EXP 	grating: autoDraw = False
262.2665 	EXP 	window1: recordFrameIntervals = False
263.2499 	EXP 	fixation: autoDraw = True
264.2495 	EXP 	fixation: autoDraw = False
264.2663 	EXP 	grating: autoDraw = True
264.2663 	EXP 	grating: tex = 'sin'
264.5662 	EXP 	grating: autoDraw = False
264.6179 	EXP 	window1: recordFrameIntervals = False
264.6186 	DATA 	Keypress: left
264.6334 	EXP 	fixation: autoDraw = False
264.6334 	EXP 	grating: autoDraw = False
264.6336 	EXP 	window1: recordFrameIntervals = False
265.6166 	EXP 	fixation: autoDraw = True
266.6163 	EXP 	fixation: autoDraw = False
266.6327 	EXP 	grating: autoDraw = True
266.6327 	EXP 	grating: tex = 'sin'
266.9329 	EXP 	grating: autoDraw = False
267.1678 	DATA 	Keypress: left
267.1827 	EXP 	fixation: autoDraw = False
267.1827 	EXP 	grating: autoDraw = False
267.2764 	EXP 	window1: mouseVisible = True
